//	Liosta Minicíochta Focal Gaeilge | Irish Word Frequency List
//  A corpus-based, cleaned-up frequency list of Irish lemmas.
//  Created by Michal Boleslav Měchura, http://www.lexiconista.com/
//	Available under the Open Database License, http://opendatacommons.org/licenses/odbl/summary/
//  Date stamp: 2015-03-10
//  Format: rank [tab] lemma [tab] corpus frequency [tab] window size [new line]
//	For an explanation of what the columns mean, visit http://www.lexiconista.com/datasets/frequency-ga/

1108	dearbhaigh	2396	14339
1109	léargas	2394	14351
1110	lonnaigh	2392	14363
1111	iarraidh	2392	14363
1112	traidisiúnta	2392	14363
1113	Ceilteach	2392	14363
1114	muinín	2390	14375
1115	báigh	2388	14387
1116	curaclam	2388	14387
1117	buidéal	2382	14424
1118	ae	2377	14454
1119	easpag	2373	14478
1120	fostóir	2365	14527
1121	stádas	2363	14540
1122	sruth	2363	14540
1123	abar	2362	14546
1124	Dónall	2359	14564
1125	díospóireacht	2350	14620
1126	pearsa	2342	14670
1127	feoil	2342	14670
1128	tosnaigh	2342	14670
1129	cláraigh	2340	14683
1130	foláir	2340	14683
1131	droichead	2338	14695
1132	breitheamh	2338	14695
1133	díth	2332	14733
1134	scríbhneoireacht	2327	14765
1135	feabhsaigh	2324	14784
1136	comhréir	2324	14784
1137	dílis	2323	14790
1138	tábhairne	2322	14796
1139	Lúnasa	2321	14803
1140	stíl	2320	14809
1141	riar	2319	14815
1142	seachain	2319	14815
1143	dorcha	2317	14828
1144	lí	2316	14835
1145	dúshlán	2316	14835
1146	dobhar	2315	14841
1147	gnóthaigh	2315	14841
1148	cúramach	2314	14847
1149	gluaisteán	2314	14847
1150	táille	2313	14854
1151	éirí	2310	14873
1152	misneach	2310	14873
1153	iompaigh	2309	14880
1154	cat	2308	14886
1155	locht	2308	14886
1156	éadan	2305	14905
1157	éis	2304	14912
1158	déileáil	2304	14912
1159	móin	2300	14938
1160	meon	2299	14944
1161	rúnaí	2299	14944
1162	fair	2298	14951
1163	réigiún	2298	14951
1164	slat	2291	14997
1165	measúnaigh	2291	14997
1166	cros	2289	15010
1167	éalaigh	2289	15010
1168	difríocht	2285	15036
1169	féachaint	2278	15082
1170	mainistir	2271	15129
1171	dearcadh	2269	15142
1172	Feabhra	2268	15149
1173	úrscéal	2268	15149
1174	staid	2267	15155
1175	corn	2265	15169
1176	éasca	2263	15182
1177	dúiche	2259	15209
1178	scéala	2255	15236
1179	scaip	2255	15236
1180	prionsabal	2252	15256
1181	rian	2251	15263
1182	blas	2242	15324
1183	ceathrar	2235	15372
1184	tréith	2232	15393
1185	lear	2230	15407
1186	aiste	2228	15421
1187	eacnamaíocht	2228	15421
1188	scoth	2225	15441
1189	ola	2221	15469
1190	brón	2221	15469
1191	draíocht	2218	15490
1192	liúntas	2217	15497
1193	tóin	2216	15504
1194	deisceart	2215	15511
1195	cathaoir	2210	15546
1196	druid	2208	15560
1197	traein	2207	15567
1198	ciste	2206	15574
1199	téama	2203	15596
1200	difriúil	2194	15660
1201	tairg	2192	15674
1202	aisteoir	2191	15681
1203	leabharlann	2190	15688
1204	traenáil	2187	15710
1205	freagrach	2185	15724
1206	abairt	2184	15731
1207	sochar	2178	15775
1208	furasta	2176	15789
1209	cluais	2171	15826
1210	ocras	2170	15833
1211	fáil	2168	15847
1212	báisteach	2167	15855
1213	soláthar	2166	15862
1214	déanamh	2165	15869
1215	faoiseamh	2163	15884
1216	stán	2162	15891
1217	bráthair	2153	15958
1218	eagarthóir	2152	15965
1219	dícheall	2151	15973
1220	rá	2147	16002
1221	cíos	2142	16040
1222	éag	2138	16070
1223	daonra	2137	16077
1224	ionadaí	2134	16100
1225	póilín	2132	16115
1226	nasc	2131	16123
1227	gradam	2127	16153
1228	maígh	2124	16176
1229	boladh	2122	16191
1230	gnóthach	2118	16222
1231	trádáil	2110	16283
1232	arán	2109	16291
1233	deoir	2108	16298
1234	cáiligh	2103	16337
1235	ceathrú	2101	16353
1236	tógáil	2101	16353
1237	spiorad	2100	16361
1238	tobann	2096	16392
1239	seinn	2096	16392
1240	sonra	2095	16400
1241	cainteoir	2095	16400
1242	fostaigh	2093	16415
1243	Diarmaid	2092	16423
1244	croith	2090	16439
1245	caitheamh	2087	16462
1246	drámaíocht	2086	16470
1247	tobar	2082	16502
1248	sábháil	2080	16518
1249	dear	2079	16526
1250	comharsa	2074	16566
1251	crom	2073	16574
1252	buntáiste	2073	16574
1253	rannóg	2071	16590
1254	dúisigh	2068	16614
1255	údaraigh	2062	16662
1256	rialaigh	2061	16670
1257	léim	2057	16703
1258	eagras	2055	16719
1259	buan	2053	16735
1260	N	2053	16735
1261	pósadh	2053	16735
1262	béile	2052	16743
1263	cré	2049	16768
1264	bearna	2049	16768
1265	magadh	2046	16792
1266	suí	2046	16792
1267	aistriúchán	2045	16801
1268	coill	2041	16834
1269	sínigh	2038	16858
1270	bolg	2036	16875
1271	óstán	2034	16891
1272	maoin	2032	16908
1273	iomaíocht	2032	16908
1274	scar	2031	16916
1275	mullach	2030	16925
1276	leithscéal	2030	16925
1277	bliantúil	2029	16933
1278	amú	2028	16941
1279	achan	2027	16950
1280	cúnaigh	2026	16958
1281	ceoltóir	2026	16958
1282	eisean	2025	16967
1283	coitinne	2023	16983
1284	ionsaigh	2022	16992
1285	earnáil	2022	16992
1286	náire	2020	17009
1287	bunús	2020	17009
1288	amárach	2017	17034
1289	pinsean	2016	17042
1290	Ruairí	2014	17059
1291	ionannas	2014	17059
1292	tromlach	2010	17093
1293	anall	2003	17153
1294	dála	2003	17153
1295	eacnamaíoch	2000	17179
1296	rinn	1991	17256
1297	sách	1989	17274
1298	gnách	1978	17370
1299	moladh	1976	17387
1300	scáth	1973	17414
1301	Samhain	1972	17423
1302	fíon	1968	17458
1303	fód	1967	17467
1304	leathnaigh	1967	17467
1305	cladach	1966	17476
1306	dian	1964	17494
1307	ára	1963	17502
1308	tréig	1962	17511
1309	fiacail	1961	17520
1310	raon	1960	17529
1311	ádh	1959	17538
1312	barúil	1959	17538
1313	sos	1956	17565
1314	bunadh	1955	17574
1315	séan	1947	17646
1316	síol	1946	17655
1317	méadú	1946	17655
1318	craol	1945	17664
1319	marc	1945	17664
1320	sinsear	1943	17683
1321	imeall	1940	17710
1322	íomhá	1936	17747
1323	Íosa	1933	17774
1324	othar	1931	17792
1325	saibhir	1931	17792
1326	taithigh	1931	17792
1327	gualainn	1930	17802
1328	béaloideas	1927	17829
1329	tríocha	1923	17867
1330	uirlis	1922	17876
1331	codladh	1920	17894
1332	iascaireacht	1920	17894
1333	aicme	1916	17932
1334	monarcha	1913	17960
1335	staighre	1911	17979
1336	fiontar	1910	17988
1337	fuaim	1908	18007
1338	aitheanta	1901	18073
1339	teicneolaíocht	1900	18083
1340	cúinne	1900	18083
1341	machnamh	1899	18092
1342	amharclann	1896	18121
1343	caomhnaigh	1891	18169
1344	gairm	1884	18236
1345	cistin	1882	18256
1346	iarann	1881	18265
1347	seanchas	1880	18275
1348	straitéis	1878	18295
1349	oscailte	1878	18295
1350	liteartha	1876	18314
1351	Déardaoin	1875	18324
1352	gníomhach	1874	18334
1353	tost	1873	18343
1354	sáigh	1872	18353
1355	tirim	1868	18393
1356	tuarastal	1865	18422
1357	sochaí	1864	18432
1358	iriseoir	1864	18432
1359	cúnamh	1864	18432
1360	gealach	1862	18452
1361	olltoghchán	1859	18482
1362	asal	1858	18492
1363	turasóireacht	1857	18502
1364	leanúint	1856	18511
1365	inne	1855	18521
1366	báire	1852	18551
1367	Protastúnach	1850	18572
1368	coimhlint	1850	18572
1369	folamh	1847	18602
1370	dearbhú	1846	18612
1371	pá	1845	18622
1372	ucht	1844	18632
1373	aithris	1842	18652
1374	trioblóid	1842	18652
1375	óglach	1840	18672
1376	fairsing	1838	18693
1377	aill	1837	18703
1378	fulaing	1835	18723
1379	earrach	1834	18734
1380	todhchaí	1831	18764
1381	ceird	1828	18795
1382	achomharc	1825	18826
1383	cáiliúil	1819	18888
1384	aos	1818	18898
1385	acmhainneach	1816	18919
1386	riarachán	1815	18930
1387	maolaigh	1814	18940
1388	slándáil	1812	18961
1389	greann	1812	18961
1390	garbh	1809	18992
1391	briathar	1807	19013
1392	Críostaí	1803	19056
1393	tairbhe	1801	19077
1394	cúiteamh	1801	19077
1395	geata	1800	19087
1396	doiciméad	1796	19130
1397	íocaíocht	1793	19162
1398	tíor	1790	19194
1399	damhsa	1790	19194
1400	pioc	1785	19248
1401	beannaigh	1783	19269
1402	talmhaíocht	1780	19302
1403	liath	1779	19313
1404	Albain	1779	19313
1405	uafásach	1779	19313
1406	namhaid	1775	19356
1407	léitheoireacht	1775	19356
1408	ceacht	1771	19400
1409	sásaigh	1769	19422
1410	maide	1769	19422
1411	carachtar	1765	19466
1412	tithíocht	1764	19477
1413	sóisialach	1762	19499
1414	naofa	1762	19499
1415	claí	1761	19510
1416	oirthear	1760	19521
1417	stór	1757	19555
1418	bunreacht	1757	19555
1419	saoránach	1753	19599
1420	ciontach	1751	19622
1421	iomarca	1751	19622
1422	meabhraigh	1750	19633
1423	admhaigh	1746	19678
1424	Máirt	1745	19689
1425	bruach	1744	19700
1426	táirge	1744	19700
1427	triall	1739	19757
1428	éagsúlacht	1736	19791
1429	tuar	1735	19803
1430	sonrach	1734	19814
1431	uaigh	1729	19871
1432	feidhmeannach	1728	19883
1433	rath	1727	19894
1434	méar	1726	19906
1435	cuntais	1721	19964
1436	eagrán	1720	19975
1437	faic	1718	19998
1438	Nóra	1718	19998
1439	póg	1717	20010
1440	tiomáin	1712	20069
1441	scairt	1709	20104
1442	cruinne	1709	20104
1443	suaimhneas	1704	20163
1444	pingin	1702	20186
1445	tart	1700	20210
1446	láithreán	1700	20210
1447	pléasc	1697	20246
1448	gairdín	1697	20246
1449	freagracht	1695	20270
1450	cluin	1694	20282
1451	deonach	1692	20306
1452	cosaint	1689	20342
1453	spéisiúil	1688	20354
1454	lárnach	1686	20378
1455	acmhainn	1685	20390
1456	sneachta	1684	20402
1457	dabht	1683	20414
1458	braon	1682	20427
1459	ceal	1682	20427
1460	fáinne	1681	20439
1461	bail	1680	20451
1462	uafás	1680	20451
1463	figiúr	1677	20487
1464	reifreann	1674	20524
1465	mothúchán	1669	20586
1466	tráigh	1667	20610
1467	tábla	1657	20735
1468	plé	1653	20785
1469	lón	1652	20797
1470	urlabhra	1651	20810
1471	forleathan	1649	20835
1472	folach	1648	20848
1473	T	1637	20988
1474	sábháilteacht	1637	20988
1475	tréan	1633	21039
1476	banna	1631	21065
1477	sprioc	1631	21065
1478	cairt	1630	21078
1479	aonach	1628	21104
1480	ualach	1627	21117
1481	reilig	1627	21117
1482	áitreabh	1626	21130
1483	cluas	1626	21130
1484	binse	1624	21156
1485	och	1624	21156
1486	anáil	1623	21169
1487	leataobh	1622	21182
1488	stairiúil	1621	21195
1489	art	1618	21235
1490	neamh	1614	21287
1491	suimiúil	1612	21314
1492	fiosraigh	1610	21340
1493	nádúr	1609	21353
1494	contúirt	1608	21367
1495	colainn	1607	21380
1496	fásta	1607	21380
1497	gránna	1607	21380
1498	lom	1605	21407
1499	iondúil	1600	21473
1500	R	1599	21487
1501	ceil	1597	21514
1502	tonn	1595	21541
1503	cosán	1594	21554
1504	míleata	1593	21568
1505	scoilt	1587	21649
1506	ardán	1587	21649
1507	séid	1586	21663
1508	néal	1585	21677
1509	Donncha	1584	21690
1510	feadh	1583	21704
1511	Céadaoin	1580	21745
1512	gréasán	1579	21759
1513	grianghraf	1577	21787
1514	séasúr	1576	21800
1515	dromchla	1575	21814
1516	fearg	1573	21842
1517	ceo	1572	21856
1518	cúlra	1568	21912
1519	aisce	1568	21912
1520	áras	1567	21926
1521	oir	1561	22010
1522	G	1561	22010
1523	cnuasach	1561	22010
1524	sibhialta	1560	22024
1525	meánscoil	1559	22038
1526	ríomhaire	1559	22038
1527	clú	1559	22038
1528	tinneas	1556	22081
1529	peann	1555	22095
1530	donn	1553	22123
1531	sceideal	1551	22152
1532	Gaeilgeoir	1546	22223
1533	seoladh	1546	22223
1534	teastas	1545	22238
1535	srian	1544	22252
1536	pian	1543	22267
1537	uaigneas	1540	22310
1538	clúdach	1539	22325
1539	coinbhinsiún	1539	22325
1540	athbhreithnigh	1537	22354
1541	gair	1537	22354
1542	gin	1537	22354
1543	dinnéar	1536	22368
1544	cian	1535	22383
1545	gortaigh	1533	22412
1546	aréir	1527	22500
1547	úinéir	1521	22589
1548	fliuch	1521	22589
1549	gairmiúil	1521	22589
1550	saibhreas	1520	22604
1551	duilleog	1520	22604
1552	caite	1520	22604
1553	aice	1517	22648
1554	claon	1513	22708
1555	teampall	1513	22708
1556	Máirín	1513	22708
1557	míchumas	1512	22723
1558	gorta	1510	22753
1559	fiach	1508	22783
1560	cóta	1507	22799
1561	custaiméir	1507	22799
1562	cleachtas	1506	22814
1563	deimhnigh	1505	22829
1564	casta	1503	22859
1565	dlúth	1503	22859
1566	caoga	1502	22875
1567	leacht	1500	22905
1568	cluain	1498	22936
1569	teoranta	1491	23043
1570	admháil	1490	23059
1571	scéalaí	1489	23074
1572	culaith	1487	23105
1573	tinn	1487	23105
1574	manach	1485	23136
1575	cleachtadh	1485	23136
1576	tráchtáil	1483	23168
1577	géag	1482	23183
1578	inné	1480	23215
1579	míniú	1480	23215
1580	taisce	1479	23230
1581	goid	1477	23262
1582	cuan	1477	23262
1583	toiligh	1476	23277
1584	argóint	1475	23293
1585	éad	1475	23293
1586	spraoi	1475	23293
1587	réigiúnach	1474	23309
1588	leictreachas	1474	23309
1589	cáipéis	1473	23325
1590	leis	1469	23388
1591	buíoch	1468	23404
1592	réasúnta	1468	23404
1593	cuimsitheach	1467	23420
1594	cách	1466	23436
1595	inneall	1463	23484
1596	inmheánach	1463	23484
1597	athuair	1461	23516
1598	jab	1457	23581
1599	péire	1456	23597
1600	lóistín	1455	23613
1601	buiséad	1455	23613
1602	láigh	1453	23646
1603	taitneamh	1453	23646
1604	eachtrach	1453	23646
1605	teachtaireacht	1453	23646
1606	sealadach	1449	23711
1607	foclóir	1449	23711
1608	cruach	1446	23760
1609	tuairiscigh	1446	23760
1610	rince	1444	23793
1611	pápa	1442	23826
1612	pota	1432	23993
1613	dúchasach	1431	24009
1614	cearnóg	1430	24026
1615	sil	1429	24043
1616	barra	1429	24043
1617	léarscáil	1429	24043
1618	páirtíocht	1427	24077
1619	bailiúchán	1425	24111
1620	cearc	1424	24127
1621	or	1424	24127
1622	cha	1421	24178
1623	sráidbhaile	1421	24178
1624	gás	1417	24247
1625	banríon	1413	24315
1626	folaigh	1409	24384
1627	choíche	1409	24384
1628	Giúdach	1407	24419
1629	casadh	1406	24436
1630	straitéiseach	1406	24436
1631	ceistigh	1405	24454
1632	laethúil	1403	24489
1633	tapa	1401	24524
1634	fríd	1399	24559
1635	arb	1398	24576
1636	ceiliúir	1398	24576
1637	scuab	1397	24594
1638	eastát	1396	24611
1639	saineolaí	1394	24647
1640	beannacht	1392	24682
1641	árachas	1392	24682
1642	aoi	1390	24718
1643	liathróid	1390	24718
1644	murach	1388	24753
1645	dual	1386	24789
1646	ceardchumann	1383	24843
1647	fón	1381	24879
1648	práta	1381	24879
1649	saoirse	1381	24879
1650	captaen	1380	24897
1651	chí	1380	24897
1652	naomh	1379	24915
1653	brat	1377	24951
1654	díon	1376	24969
1655	íochtar	1376	24969
1656	samhlaíocht	1376	24969
1657	sinsearach	1376	24969
1658	éide	1375	24987
1659	dall	1374	25006
1660	mín	1374	25006
1661	coincheap	1374	25006
1662	freastal	1373	25024
1663	amhránaí	1372	25042
1664	ardú	1367	25134
1665	meáchan	1365	25170
1666	tiománaí	1365	25170
1667	damhsaigh	1364	25189
1668	dorchadas	1359	25282
1669	cleas	1357	25319
1670	gabháil	1356	25337
1671	praiticiúil	1355	25356
1672	cáilitheach	1350	25450
1673	ruaig	1350	25450
1674	garraí	1349	25469
1675	portach	1348	25488
1676	iascaire	1347	25507
1677	fáiltigh	1344	25564
1678	tionscain	1344	25564
1679	meabhair	1342	25602
1680	meascán	1341	25621
1681	coiscéim	1334	25755
1682	patrún	1334	25755
1683	coir	1334	25755
1684	bagair	1333	25775
1685	seó	1331	25813
1686	dlíodóir	1328	25872
1687	luas	1326	25911
1688	sealbhaigh	1325	25930
1689	guigh	1324	25950
1690	cúigear	1323	25969
1691	árasán	1323	25969
1692	paidir	1322	25989
1693	scoir	1322	25989
1694	buairt	1321	26009
1695	socair	1315	26127
1696	daonlathach	1315	26127
1697	rua	1312	26187
1698	aisling	1312	26187
1699	miotal	1311	26207
1700	armas	1310	26227
1701	fiáin	1310	26227
1702	scéalaíocht	1310	26227
1703	peaca	1309	26247
1704	snáithe	1309	26247
1705	eitleán	1307	26287
1706	ómós	1307	26287
1707	aoibhinn	1305	26328
1708	preab	1304	26348
1709	tabhaigh	1304	26348
1710	idé	1303	26368
1711	buaiteoir	1303	26368
1712	taise	1301	26409
1713	creidmheas	1300	26429
1714	deonaigh	1299	26449
1715	scála	1299	26449
1716	cóngarach	1298	26470
1717	Cáisc	1297	26490
1718	fiosrúchán	1294	26551
1719	teileafón	1294	26551
1720	gaineamh	1293	26572
1721	ciorcal	1292	26593
1722	grinn	1291	26613
1723	uncail	1290	26634
1724	athbhreithniú	1289	26654
1725	guthán	1283	26779
1726	brách	1281	26821
1727	ionstraim	1280	26842
1728	dealraigh	1279	26863
1729	onóir	1279	26863
1730	seisiún	1278	26884
1731	ceachtar	1277	26905
1732	buile	1275	26947
1733	tuirseach	1266	27139
1734	difear	1264	27182
1735	gob	1262	27225
1736	annamh	1262	27225
1737	áilleacht	1262	27225
1738	uaigneach	1261	27246
1739	painéal	1261	27246
1740	coirce	1258	27311
1741	titim	1257	27333
1742	scamall	1253	27420
1743	fuacht	1252	27442
1744	agóid	1252	27442
1745	múch	1252	27442
1746	stoc	1251	27464
1747	maol	1250	27486
1748	beithíoch	1249	27508
1749	maireachtáil	1247	27552
1750	cumasach	1245	27597
1751	dealramh	1244	27619
1752	sacar	1243	27641
1753	colún	1241	27685
1754	mam	1239	27730
1755	troigh	1236	27797
1756	coicís	1236	27797
1757	bréan	1234	27843
1758	mion	1230	27933
1759	cailleach	1230	27933
1760	salach	1229	27956
1761	aistear	1229	27956
1762	teith	1227	28001
1763	eagar	1226	28024
1764	atmaisféar	1226	28024
1765	príosúnach	1224	28070
1766	ríoga	1224	28070
1767	gnólacht	1222	28116
1768	ceapachán	1221	28139
1769	náisiúnach	1221	28139
1770	teocht	1221	28139
1771	mianach	1220	28162
1772	eolaí	1220	28162
1773	fána	1219	28185
1774	scor	1218	28208
1775	síor	1216	28255
1776	ús	1216	28255
1777	cráigh	1213	28325
1778	com	1210	28395
1779	sáil	1210	28395
1780	thar ceann	1210	28395
1781	pósta	1209	28418
1782	abhus	1208	28442
1783	ciúnas	1208	28442
1784	suarach	1208	28442
1785	fuath	1206	28489
1786	insint	1205	28513
1787	machnaigh	1205	28513
1788	réalta	1203	28560
1789	ríomh	1200	28631
1790	Páras	1200	28631
1791	díomá	1198	28679
1792	imirce	1195	28751
1793	samhail	1195	28751
1794	ceardlann	1195	28751
1795	comhaill	1193	28799
1796	ticéad	1192	28824
1797	buartha	1191	28848
1798	comhoibrigh	1190	28872
1799	gaisce	1187	28945
1800	maitheas	1186	28969
1801	seandálaíocht	1186	28969
1802	cupán	1185	28994
1803	buíon	1185	28994
1804	gleic	1182	29067
1805	fealsúnacht	1182	29067
1806	leac	1181	29092
1807	béas	1181	29092
1808	seasca	1181	29092
1809	daichead	1179	29141
1810	geit	1178	29166
1811	acadúil	1174	29265
1812	cigire	1173	29290
1813	éacht	1173	29290
1814	lúb	1172	29315
1815	cuimil	1172	29315
1816	raic	1171	29340
1817	eite	1171	29340
1818	amhránaíocht	1167	29441
1819	pionós	1166	29466
1820	dligh	1163	29542
1821	greamaigh	1163	29542
1822	daingnigh	1159	29644
1823	scian	1158	29670
1824	poibligh	1158	29670
1825	eascair	1156	29721
1826	M	1156	29721
1827	fáisc	1155	29747
1828	oil	1153	29799
1829	trealamh	1153	29799
1830	P	1152	29824
1831	pláta	1152	29824
1832	cú	1150	29876
1833	sult	1149	29902
1834	ithir	1149	29902
1835	corraigh	1148	29928
1836	luachmhar	1147	29954
1837	anailís	1144	30033
1838	airí	1143	30059
1839	se	1141	30112
1840	bileog	1141	30112
1841	fóir	1140	30138
1842	neartaigh	1140	30138
1843	tiontaigh	1139	30165
1844	iarratasóir	1139	30165
1845	athchóirigh	1138	30191
1846	call	1138	30191
1847	áth	1137	30218
1848	canúint	1137	30218
1849	suirbhé	1136	30244
1850	iomad	1136	30244
1851	cíor	1133	30325
1852	lánúin	1133	30325
1853	tionól	1133	30325
1854	riocht	1132	30351
1855	aerfort	1131	30378
1856	díbir	1129	30432
1857	tomhais	1128	30459
1858	iomáin	1128	30459
1859	scáil	1127	30486
1860	from	1126	30513
1861	sásúil	1126	30513
1862	eitil	1125	30540
1863	clós	1123	30595
1864	eireaball	1122	30622
1865	sor	1121	30649
1866	comh	1118	30731
1867	J	1116	30786
1868	feith	1115	30814
1869	múscail	1115	30814
1870	feithicil	1113	30869
1871	briste	1112	30897
1872	cór	1110	30953
1873	bagairt	1110	30953
1874	túisce	1109	30981
1875	tionóil	1108	31009
1876	galánta	1107	31037
1877	tobac	1107	31037
1878	cuardaigh	1106	31065
1879	teoiric	1105	31093
1880	dramhaíl	1103	31149
1881	gal	1103	31149
1882	fionn	1102	31178
1883	úll	1101	31206
1884	daor	1101	31206
1885	nua-aimseartha	1100	31234
1886	comhrac	1099	31263
1887	Breathnach	1096	31348
1888	bomaite	1095	31377
1889	tomhas	1095	31377
1890	strainséir	1093	31434
1891	crith	1091	31492
1892	mil	1090	31521
1893	príomhoide	1089	31550
1894	ál	1088	31579
1895	teist	1088	31579
1896	muineál	1088	31579
1897	sciathán	1087	31608
1898	léirmheas	1086	31637
1899	gníomhaireacht	1086	31637
1900	tástáil	1086	31637
1901	bráid	1084	31695
1902	léine	1083	31725
1903	scata	1083	31725
1904	sleamhnaigh	1081	31783
1905	cinnteach	1080	31813
1906	flaitheas	1078	31872
1907	dátheangach	1077	31901
1908	giota	1076	31931
1909	réabhlóid	1075	31961
1910	bruscar	1074	31990
1911	sochraid	1074	31990
1912	timpiste	1074	31990
1913	bialann	1073	32020
1914	feall	1071	32080
1915	scair	1070	32110
1916	toirt	1069	32140
1917	amadán	1068	32170
1918	síoraí	1067	32200
1919	foréigean	1067	32200
1920	tríú	1066	32231
1921	sciob	1064	32291
1922	daite	1063	32321
1923	stailc	1063	32321
1924	reachtúil	1063	32321
1925	contúirteach	1063	32321
1926	scread	1062	32352
1927	imshaol	1061	32382
1928	maisigh	1061	32382
1929	cuil	1060	32413
1930	treoraigh	1060	32413
1931	bronntanas	1060	32413
1932	ga	1059	32444
1933	tubaiste	1059	32444
1934	ara	1058	32474
1935	roth	1057	32505
1936	sona	1056	32536
1937	seachtó	1055	32567
1938	tarraingt	1054	32597
1939	gearrscéal	1054	32597
1940	bratach	1053	32628
1941	réigh	1053	32628
1942	easnamh	1052	32659
1943	léacht	1052	32659
1944	sásamh	1051	32691
1945	dealbh	1051	32691
1946	bóithrín	1049	32753
1947	soir	1049	32753
1948	maighdean	1049	32753
1949	faraor	1048	32784
1950	cogar	1047	32815
1951	tanaí	1047	32815
1952	mill	1044	32910
1953	H	1043	32941
1954	cruthaitheach	1043	32941
1955	plaisteach	1042	32973
1956	hata	1042	32973
1957	seisear	1042	32973
1958	oibrí	1041	33005
1959	suite	1039	33068
1960	cinniúint	1038	33100
1961	poblachtach	1037	33132
1962	muise	1036	33164
1963	campa	1035	33196
1964	clochán	1035	33196
1965	triomaigh	1033	33260
1966	cumhachtach	1026	33487
1967	bothán	1025	33520
1968	tairiscint	1023	33585
1969	bradán	1022	33618
1970	ósta	1022	33618
1971	áirithigh	1020	33684
1972	foghlaimeoir	1019	33717
1973	srón	1018	33750
1974	oscailt	1017	33783
1975	óir	1016	33817
1976	caipín	1015	33850
1977	cúng	1014	33883
1978	béic	1014	33883
1979	dáilcheantar	1014	33883
1980	rúnda	1013	33917
1981	togha	1013	33917
1982	déagóir	1011	33984
1983	scríob	1010	34018
1984	véarsa	1006	34153
1985	pas	1006	34153
1986	bos	1006	34153
1987	soitheach	1006	34153
1988	comhordaigh	1004	34221
1989	feamainn	1004	34221
1990	fál	1002	34289
1991	Oilimpeach	1002	34289
1992	iontaobhas	1001	34323
1993	dearfach	1001	34323
1994	dúnta	1001	34323
1995	eochair	1001	34323
1996	ábhartha	999	34392
1997	rothar	998	34427
1998	seanad	997	34461
1999	turasóir	995	34530
2000	laghdú	994	34565
2001	diosca	994	34565
2002	teicniúil	994	34565
2003	daonlathas	993	34600
2004	cothabháil	993	34600
2005	lios	993	34600
2006	fís	992	34635
2007	tabhairt	992	34635
2008	cléir	991	34670
2009	uillinn	988	34775
2010	glasra	987	34810
2011	gnéas	986	34846
2012	soicind	985	34881
2013	gas	984	34916
2014	nead	984	34916
2015	comhairleach	984	34916
2016	órga	983	34952
2017	gasta	983	34952
2018	táirg	982	34988
2019	lann	982	34988
2020	bréagach	982	34988
2021	téip	980	35059
2022	faobhar	977	35167
2023	breithnigh	975	35239
2024	rann	973	35311
2025	ise	973	35311
2026	bríste	970	35420
2027	stoirm	970	35420
2028	ógánach	970	35420
2029	sáirsint	969	35457
2030	coinneal	969	35457
2031	déanmhas	969	35457
2032	seirbhíseach	969	35457
2033	gníomhaire	969	35457
2034	míbhuntáiste	968	35494
2035	min	968	35494
2036	allas	967	35530
2037	briseadh	967	35530
2038	sáile	965	35604
2039	lámhscríbhinn	965	35604
2040	bá	964	35641
2041	díoltas	964	35641
2042	dialann	963	35678
2043	gual	962	35715
2044	macánta	961	35752
2045	Samhna	957	35902
2046	Rómhánach	957	35902
2047	pionta	956	35939
2048	fuaigh	955	35977
2049	achrann	953	36052
2050	trócaire	953	36052
2051	doirt	953	36052
2052	méadar	952	36090
2053	lánaimseartha	952	36090
2054	réasúnach	949	36204
2055	ísligh	949	36204
2056	iontráil	945	36357
2057	fearann	945	36357
2058	brionglóid	944	36396
2059	feirmeoireacht	944	36396
2060	aireacht	943	36435
2061	folúntas	943	36435
2062	léaráid	943	36435
2063	fánach	942	36473
2064	ríomhaireacht	942	36473
2065	sábháilte	942	36473
2066	sruthán	941	36512
2067	dúlra	939	36590
2068	scaitheamh	939	36590
2069	damáiste	938	36629
2070	mear	938	36629
2071	aighneas	938	36629
2072	tiubh	937	36668
2073	reáchtáil	937	36668
2074	finné	936	36707
2075	ciontaigh	935	36746
2076	foilseachán	935	36746
2077	athbheochan	934	36786
2078	milleán	934	36786
2079	urchar	933	36825
2080	all	933	36825
2081	gearradh	933	36825
2082	botún	932	36865
2083	slánaigh	931	36904
2084	albam	928	37023
2085	iúr	928	37023
2086	píopa	927	37063
2087	iascach	927	37063
2088	bríomhar	926	37103
2089	lárionad	924	37184
2090	feiscint	922	37264
2091	togra	921	37305
2092	toitín	919	37386
2093	fathach	918	37427
2094	uan	917	37468
2095	dílseacht	915	37550
2096	bata	914	37591
2097	conspóid	914	37591
2098	coiriúil	913	37632
2099	éadrom	913	37632
2100	ársa	911	37714
2101	F	910	37756
2102	gabhar	910	37756
2103	coróin	910	37756
2104	ceiliúradh	910	37756
2105	aingeal	909	37797
2106	deamhan	909	37797
2107	id	908	37839
2108	E	907	37881
2109	leictreach	907	37881
2110	óráid	906	37923
2111	blais	905	37964
2112	láimhseáil	905	37964
2113	bricfeasta	904	38006
2114	tasc	904	38006
2115	cúinse	903	38049
2116	foirmiúil	903	38049
2117	iníoctha	902	38091
2118	grád	902	38091
2119	fearas	899	38218
2120	oibleagáid	898	38260
2121	idirdhealú	897	38303
2122	torann	897	38303
2123	seach	897	38303
2124	márach	896	38346
